32041 31852
5516 31289 40
5516 21986 89
5516 10170 108
5516 21174 121
5516 21003 126
5516 14719 132
24082 23770 52
24082 19033 142
5178 5430 27
5178 23189 57
5178 1799 59
5178 5144 63
5178 21648 89
5178 1678 90
5178 5952 97
5178 9832 108
5178 5457 130
5178 8846 144
23501 2930 8
23501 12503 31
23501 29669 38
23501 1282 50
23501 22523 70
23501 624 88
23501 935 116
23501 19973 123
23501 4132 124
23501 18452 142
31598 20039 1
31598 9379 50
31598 31286 52
26610 4774 2
26610 4391 50
26610 26298 52
26610 26576 63
26610 5124 67
26610 13589 93
26610 7241 124
21960 28070 41
21960 11031 84
21960 18460 90
21960 22734 97
21960 2591 124
21960 22239 130
21960 15417 140
21960 25628 144
10144 10396 27
10144 10110 63
10144 14798 108
10144 25802 121
10144 10423 130
21148 26663 25
21148 26806 44
21148 17167 47
21148 20170 70
21148 9529 115
21148 17620 123
20977 9358 115
5769 11937 38
5769 11427 44
5769 18398 72
5769 2241 123
14693 20208 25
14693 20861 38
14693 20351 44
14693 13715 70
14693 27322 72
14693 14128 101
14693 19347 108
14693 11165 123
30534 30500 63
30534 18915 115
29822 7986 2
29822 18893 84
27427 5591 2
27427 16429 31
27427 4550 88
27427 18607 100
27427 23899 123
5700 31473 40
5700 5666 63
22808 11249 1
22808 28918 41
22808 22496 52
22808 23587 78
22808 9787 93
22808 242 116
22808 3439 124
22808 17759 142
22356 22608 27
22356 22381 32
22356 137 50
22356 22369 53
22356 18977 59
22356 23130 97
22356 22635 130
22356 17307 142
22356 26024 144
29327 7491 2
29327 8756 8
29327 29340 53
29327 1402 61
29327 29293 63
29327 7841 67
29327 24278 142
21352 10354 31
21352 8331 93
21352 9733 115
21352 17824 123
21352 1983 124
21352 16303 142
5079 15808 14
5079 5974 29
5079 30852 40
5079 25734 48
5079 5858 78
5079 1551 123
13170 18630 15
13170 14065 29
13170 19280 41
13170 12858 52
13170 13949 78
13170 28657 126
11649 22378 14
3403 28642 17
3403 4298 29
3403 24058 48
3403 24523 80
3403 8057 108
4136 14865 14
4136 5031 29
4136 24791 48
4136 20606 89
4136 24784 92
4136 8790 108
12601 18711 41
12601 12289 52
12601 13380 78
14003 3005 31
14003 20171 38
14003 13025 70
14003 26632 72
14003 5183 100
16830 21484 108
16830 5211 115
8528 19257 14
8528 9423 29
8528 27120 34
8528 24998 89
8528 29176 92
8528 13182 108
8528 17731 132
9089 14549 15
9089 9984 29
9089 27681 34
9089 27100 57
9089 25559 89
9089 25835 114
9089 18292 132
16106 16072 63
19109 24569 15
19109 25219 41
19109 19075 63
19109 14060 142
7066 6754 52
7066 7845 78
11267 16727 15
11267 8066 26
11267 12162 29
11267 11292 32
11267 29859 34
11267 7888 59
11267 7767 90
11267 12041 97
11267 15921 108
11267 26925 121
11267 26754 126
11267 11546 130
11267 20470 132
11267 14935 144
16559 27288 14
16559 16247 52
16559 16572 53
16559 16525 63
16559 17338 78
16559 4940 115
16559 11510 142
2804 13533 14
2804 28043 17
2804 3699 29
2804 2830 33
2804 20815 57
2804 29281 60
2804 28912 62
2804 7458 108
2804 19550 114
2804 27014 119
2804 18291 126
2804 12007 132
4069 22661 34
4069 25189 80
4069 20539 89
4069 8723 108
4069 28279 119
4069 19556 126
24892 31002 41
24892 30550 44
24892 23914 70
24892 2015 88
24892 21364 123
2421 2447 33
2421 2109 52
2421 2387 63
2421 3200 78
3154 3406 27
11619 11871 27
11619 12514 29
11619 11585 63
11619 12393 97
11619 16273 108
11619 27106 126
11619 5076 140
11619 6570 142
11619 15287 144
13021 18481 15
13021 13916 29
13021 31032 57
13021 17675 108
13021 7972 142
4238 9698 15
4238 22249 57
4238 20984 114
4238 19725 126
5271 18612 4
24919 13921 31
24919 31087 38
24919 31029 41
24919 24932 53
24919 21391 123
19591 19617 33
19591 8662 84
28308 16749 1
28308 7737 8
28308 17310 31
28308 24327 47
28308 28321 53
28308 27330 70
28308 5431 88
28308 24780 123
5125 15854 14
5125 10585 15
5125 30364 17
5125 5377 27
5125 6020 29
5125 23717 34
5125 23136 57
5125 31602 60
5125 31233 62
5125 5904 78
5125 26245 80
5125 21595 89
5125 1625 90
5125 25773 92
5125 20783 121
5125 20612 126
5125 14328 132
26649 26901 27
26649 27423 97
26649 26928 130
26649 30317 144
26927 27706 78
26927 21878 142
27740 5521 50
27740 6254 67
27740 21197 140
27740 22691 142
16032 16811 78
16032 12532 90
13940 13906 63
13940 8891 142
21912 76 2
21912 28080 38
21912 10983 84
21912 18384 123
30517 8681 2
30517 19588 84
30517 17496 93
30517 18898 115
30517 11148 124
20368 26478 41
20368 29571 132
20368 15319 142
15529 20989 15
15529 15781 27
15529 15555 33
15529 15495 63
15529 12029 90
15529 8986 140
15529 19197 144
23784 1948 2
23784 23809 32
23784 23750 63
23784 20284 90
23784 24558 97
23784 22021 129
23784 27452 144
20821 20834 53
20821 7800 93
20821 9202 115
20821 15772 142
27856 27882 33
27856 5637 50
27856 27544 52
27856 27869 53
27856 28635 78
27856 16927 84
27856 4979 88
27856 14835 93
25244 24679 101
25244 21716 123
3517 3769 27
3517 3543 33
3517 3205 52
3517 19175 121
20625 9627 31
20625 26735 41
20625 20638 53
20625 19647 70
20625 17097 123
20173 30902 14
20173 25633 15
20173 20425 27
20173 20199 33
20173 26283 41
20173 20186 53
20173 20139 63
20173 9244 84
20173 16673 90
20173 8554 115
20173 20452 130
20173 15124 142
20173 23841 144
10534 15994 15
10534 10786 27
10534 29126 34
10534 16644 41
10534 7034 90
10534 27280 114
10534 26021 126
10534 5485 142
13537 18997 15
13537 13789 27
13537 13563 33
13537 13225 52
13537 31548 57
13537 14316 78
13537 1918 115
13537 29024 126
27144 6573 8
27144 4925 50
27144 27157 53
27144 27923 78
27144 14123 93
27144 4578 116
27144 6742 120
27144 22095 142
27144 30812 144
5695 23706 57
5695 5661 63
5695 22165 89
5695 10349 108
5695 21182 126
5695 14898 132
13950 31961 57
13950 18604 108
13950 23153 132
13950 8901 142
19169 8171 31
19169 25337 38
19169 25279 41
19169 24827 44
19169 19182 53
19169 31798 72
19169 6148 93
19169 15641 123
10987 11882 29
10987 29579 34
10987 17155 38
10987 10675 52
10987 11766 78
10987 7459 123
2874 9042 38
2874 28647 40
2874 1896 70
2874 15503 72
2874 7528 108
2648 13377 14
2648 2900 27
2648 21240 34
2648 2614 63
2648 18306 121
2648 2927 130
2310 2335 32
2310 28083 40
2310 2276 63
2310 3084 97
2310 17968 121
2310 547 129
2310 2589 130
2310 11513 132
2310 5978 144
2588 15929 4
2588 3367 78
2588 19334 114
19368 25478 41
18280 29009 14
2901 13630 14
2901 21493 34
2901 9069 38
2901 8559 44
2901 23556 48
2901 29378 60
2901 1923 70
2901 15530 72
2901 24021 80
2901 23549 92
2901 27111 119
6290 19631 4
6290 17019 14
6290 11805 25
6290 7185 29
6290 12458 38
6290 11948 44
6290 26945 48
6290 5312 70
6290 27410 80
6290 26938 92
6290 5725 101
6290 10944 108
6290 2762 123
24738 30848 41
24738 13119 115
19530 16002 123
19304 19330 33
19304 15804 90
19304 20078 97
19304 19583 130
19304 22972 144
8349 13809 15
8349 26941 34
8349 28997 92
8349 13003 108
8349 23836 126
8349 17552 132
15778 4219 1
15778 26507 14
15778 21888 41
15778 6958 100
15778 20432 108
6257 11717 15
6257 31496 17
6257 7152 29
6257 6282 32
6257 24849 34
6257 2878 59
6257 6223 63
6257 27377 80
6257 22727 89
6257 7031 97
6257 10911 108
6257 23003 114
6257 21744 126
6257 4494 129
6257 6536 130
6257 9925 144
19557 30286 14
22946 11387 1
22946 29114 38
22946 14126 100
22946 11327 115
22946 19418 123
9891 16059 38
9891 15549 44
9891 8913 70
9891 6363 123
28231 7660 8
28231 28257 33
28231 6012 50
28231 27919 52
28231 6745 67
28231 15210 93
28231 16612 115
28231 7829 120
28231 8862 124
28231 23182 142
6139 19480 4
6139 16868 14
6139 24731 34
6139 12307 38
6139 11797 44
6139 26794 48
6139 5161 70
6139 18768 72
6139 10793 108
6139 2611 123
14293 19753 15
14293 18947 108
14293 31039 114
7876 13391 25
7876 8771 29
7876 13534 44
7876 24346 89
7876 28524 92
7876 12530 108
7876 4348 123
4590 29829 17
4590 4278 52
4590 31067 60
4590 30698 62
4590 5369 78
4590 25710 80
4590 25238 92
4590 13793 132
13307 1748 1
13307 2378 84
13307 1688 115
23371 23059 52
23371 24150 78
23371 494 88
23371 19871 90
18752 29481 14
18752 24212 15
18752 24862 41
18752 19526 97
18752 23406 108
18752 19031 130
18752 22420 144
30653 19094 1
30653 8817 2
30653 10082 8
30653 8434 50
30653 2728 61
30653 29675 70
30653 17632 93
30653 1120 117
30653 10251 120
30653 11284 124
9142 29797 48
9142 25612 89
9142 29790 92
17296 28025 14
17296 21950 108
1023 19615 34
1023 27500 60
1023 27131 62
1023 22143 80
1023 17493 89
1023 25233 119
1023 16510 126
28129 16570 1
28129 7558 8
28129 5910 50
28129 6643 67
28129 15108 93
28129 7727 120
10260 11155 29
10260 16370 41
10260 30915 48
10260 9282 70
10260 22889 72
10260 14914 108
10260 6732 123
22811 11252 1
22811 975 2
22811 28921 41
22811 22499 52
22811 23590 78
22811 11192 115
22811 17762 142
21270 26730 15
21270 21522 27
21270 21296 33
21270 27380 41
21270 21283 53
21270 22044 97
21270 1901 124
21270 14727 140
21270 16221 142
9454 9420 63
9454 14108 108
9454 26200 114
9454 18657 132
20287 8728 1
20287 26397 41
20287 21066 78
20287 7266 93
31066 19507 1
31066 9230 2
31066 31092 33
31066 31079 53
31066 31845 78
31066 20137 84
31066 19447 115
31066 26017 142
17709 23169 15
17709 22363 108
17709 11166 140
17709 12660 142
28542 28568 33
28542 6323 50
28542 28230 52
28542 28555 53
28542 29321 78
28542 17613 84
28542 15521 93
28542 25014 123
28542 9173 124
29003 25022 47
29003 20183 100
29003 17384 115
29003 25475 123
24384 3813 8
24384 13386 31
24384 30042 44
24384 2165 50
24384 24397 53
24384 2898 67
24384 1507 88
24384 20856 123
22928 28443 25
22928 29096 38
22928 28586 44
22928 22941 53
22928 19400 123
6655 12170 25
6655 19284 72
6655 3127 123
7516 12976 15
7516 7768 27
7516 7482 63
7516 4016 90
7516 24262 114
7516 23174 121
7516 7795 130
7516 16719 132
7516 11184 144
14630 20090 15
14630 20740 41
14630 14318 52
14630 3701 84
14630 11130 90
14630 15404 97
14630 31376 114
14630 30288 121
14630 30117 126
14630 14909 130
14630 18298 144
28684 6848 2
28684 8113 8
28684 6465 50
28684 759 61
28684 7198 67
28684 19864 100
28684 8282 120
28684 25156 123
16260 21720 15
16260 16512 27
16260 22370 41
16260 16226 63
16260 12760 90
16260 17034 97
16260 31918 121
16260 31747 126
16260 25463 132
16260 9717 140
9780 15240 15
9780 10032 27
9780 9468 52
9780 9746 63
9780 10559 78
9780 26526 114
9780 18983 132
22721 28181 15
22721 502 50
22721 155 116
22721 3352 124
10871 11123 27
10871 16981 41
10871 28882 57
10871 11645 97
10871 15525 108
10871 26529 121
10871 11150 130
10871 4328 140
10871 5822 142
10871 14539 144
14746 3187 1
14746 3748 31
14746 14434 52
14746 27375 72
14746 11218 123
6564 17293 14
6564 6252 52
6564 24575 57
6564 23034 89
6564 22222 121
6564 6843 130
6564 15767 132
6564 10232 144
30089 18530 1
30089 8603 67
30089 9687 120
2151 7809 44
2151 1586 101
17055 30396 4
17055 6057 31
17055 23165 41
17055 22713 44
17055 16077 70
17055 5436 115
17055 13527 123
543 6201 44
9674 10569 29
9674 15332 44
9674 5693 47
9674 8696 70
9674 22303 72
9674 30322 92
9674 9109 101
9674 6146 123
19073 29802 14
19073 19039 63
19073 23727 108
30971 10400 8
30971 26990 47
30971 30984 53
30971 29993 70
30971 17950 93
30971 22151 100
30971 19352 115
30971 1438 117
11247 11499 27
11247 12021 97
11247 26905 121
11247 11526 130
11247 14915 144
6627 27282 48
6627 23097 89
6627 11281 108
6627 30837 119
11390 22119 14
11390 16850 15
11390 12285 29
11390 17500 41
11390 16044 108
1751 12480 14
1751 2003 27
1751 1717 63
1751 2525 97
1751 6405 108
1751 17409 121
1751 2030 130
1751 10954 132
1751 5419 144
22202 11204 31
22202 28370 38
22202 18221 47
22202 13382 100
22202 21637 101
22202 18674 123
5167 5192 32
5167 1667 90
5167 5941 97
5167 21913 114
5167 5446 130
5167 8835 144
10386 16554 38
10386 16496 41
10386 31041 48
10386 23015 72
10386 9821 101
10386 15040 108
10386 6858 123
29942 18383 1
29942 9371 8
29942 7723 50
29942 29955 53
29942 2017 61
29942 8456 67
29942 16921 93
29942 18323 115
29942 409 117
29942 9540 120
29942 10573 124
25180 25432 27
25180 25206 33
25180 24868 52
25180 25193 53
25180 25146 63
25180 3694 67
25180 25459 130
25180 28848 144
14563 27904 4
14563 3565 31
14563 20731 38
14563 27192 72
14563 15342 78
14563 3634 84
14563 19217 108
14563 2944 115
2615 3510 29
2615 2641 33
2615 28388 40
2615 2303 52
2615 20626 57
2615 3394 78
2615 19085 89
2615 26825 119
14398 25127 14
14398 20566 38
14398 27027 72
14398 19052 108
14398 10870 123
5386 18727 4
5386 16115 14
5386 30625 17
5386 10901 25
5386 6281 29
5386 4408 70
5386 18015 72
5386 21856 89
5386 26034 92
5386 10040 108
5386 29596 119
5386 1858 123
12936 23665 14
12936 17590 108
5555 31328 40
13926 14178 27
13926 14821 29
13926 13892 63
13926 2997 84
13926 14700 97
13926 18580 108
13926 14205 130
13926 23129 132
13926 17594 144
3649 3337 52
3649 4428 78
3649 8303 108
3266 13995 14
3266 28505 17
3266 21858 34
3266 29039 40
3266 23921 48
3266 29743 60
3266 29374 62
3266 24386 80
3266 19736 89
3266 7920 108
3266 27476 119
25498 25186 52
25498 26277 78
25498 14569 84
12464 23193 14
12464 13359 29
12464 18574 41
12464 12430 63
12464 17118 108
12464 845 115
12464 27951 126
12464 5921 140
13866 14761 29
13866 13554 52
13866 2937 84
13866 18520 108
13866 30612 114
5083 18424 4
5083 15812 14
5083 11251 38
5083 4771 52
5083 23094 57
5083 5862 78
5083 9737 108
5083 1555 123
6116 16845 14
6116 31355 17
6116 11631 25
6116 7011 29
6116 12284 38
6116 31889 40
6116 11774 44
6116 18745 72
6116 27236 80
6116 22586 89
20436 8877 1
20436 25951 25
20436 9438 31
20436 26546 41
20436 26094 44
20436 16455 47
20436 20449 53
20436 19458 70
20436 7415 93
20436 16908 123
22832 996 2
22832 28292 15
22832 22858 33
22832 22798 63
22832 19332 90
15659 4100 1
15659 26388 14
15659 15685 33
15659 15347 52
15659 4040 115
15659 10610 142
15149 25878 14
15149 15175 33
15149 14837 52
15149 15115 63
15149 15928 78
15149 19803 108
15149 30807 121
15149 24352 132
5510 16239 14
5510 5762 27
5510 5536 33
5510 10164 108
5510 21168 121
5510 20997 126
5510 14713 132
30146 18527 115
30146 26618 123
30146 25097 142
22120 284 2
22120 27580 15
22120 22133 53
22120 22086 63
22120 9099 93
22120 10501 115
22120 15577 140
22120 17071 142
8926 26937 57
8926 25396 89
8926 5426 90
8926 9700 97
8926 13580 108
8926 24584 121
8926 12594 144
14145 18799 108
5963 24555 34
5963 12131 38
5963 26611 92
5963 2435 123
17488 22948 15
17488 17740 27
17488 17514 33
17488 23598 41
17488 17176 52
17488 17501 53
17488 13988 90
17488 22142 108
17488 5869 115
18049 18075 33
18049 7120 84
18049 18823 97
18049 18328 130
18049 21717 144
29060 7224 2
29060 1135 61
29060 7574 67
29060 29839 78
29060 6183 88
29060 17441 115
29060 8658 120
29060 9691 124
29060 24011 142
1122 14463 4
1122 26361 17
1122 26895 40
1122 6780 44
1122 22242 80
1122 17592 89
1122 21770 92
1122 5776 108
1122 25332 119
7561 18290 14
7561 13219 44
7561 6583 70
7561 20190 72
7561 24031 89
7561 12215 108
6170 16899 14
6170 31409 17
6170 7065 29
6170 6196 33
6170 6949 78
6170 27290 80
6170 10824 108
6170 22916 114
6170 30380 119
16026 22136 41
16026 15992 63
16026 16805 78
16026 20680 108
16026 31513 126
16026 10977 142
17428 18207 78
17428 6499 84
17428 22082 108
17428 13900 123
17428 12379 142
8645 14303 44
8645 13299 108
8645 5117 123
8645 3596 142
25519 25545 33
25519 25207 52
25519 14590 84
9678 23019 4
9678 15846 38
9678 8700 70
9678 22307 72
9678 9113 101
9678 6150 123
16262 22372 41
16262 16228 63
16262 5333 84
16262 12762 90
16262 17036 97
16262 31749 126
16262 14499 129
16262 11213 142
5985 19326 4
5985 6011 33
5985 12153 38
5985 5673 52
5985 18614 72
5985 6764 78
27847 27873 33
27847 27535 52
27847 28626 78
27509 5290 50
27509 27197 52
27509 6023 67
27509 16580 84
27509 15890 115
27509 7107 120
27509 27788 130
27509 31177 144
6335 17064 14
6335 18964 72
6335 7114 78
6335 10989 108
6335 2807 123
28600 17671 84
28600 9231 124
28600 28879 130
28600 23551 142
16892 27621 14
16892 21546 108
14800 20260 15
14800 14826 33
14800 20910 41
14800 14766 63
14800 3871 84
14800 11300 90
14800 15574 97
14800 19454 108
14800 30287 126
14800 15079 130
14800 9751 142
16202 4643 1
16202 16168 63
16202 4583 115
16202 31689 126
16202 11153 142
24293 3722 8
24293 24545 27
24293 24319 33
24293 30403 41
24293 2074 50
24293 23981 52
24293 24306 53
24293 24259 63
24293 11272 93
24293 25067 97
24293 1727 116
24293 4924 124
24293 24572 130
24293 27961 144
8452 9347 29
8452 29107 48
8452 24922 89
8452 13106 108
22772 553 50
22772 13952 100
22772 206 116
15683 21143 15
15683 15935 27
15683 15709 33
15683 15371 52
15683 15649 63
15683 12183 90
15683 31341 121
15683 24886 132
15683 9140 140
8000 13460 15
8000 8252 27
8000 4500 90
8000 8279 130
8000 17203 132
1364 1616 27
1364 1390 33
1364 27137 40
1364 1052 52
1364 2143 78
14971 14997 33
14971 14659 52
14971 14937 63
14971 4042 84
14971 31717 114
14971 9922 142
1777 7237 15
1777 27016 17
1777 2029 27
1777 2672 29
1777 1802 32
1777 19788 57
1777 28254 60
1777 27885 62
1777 22897 80
1777 18247 89
1777 2551 97
1777 6431 108
1777 17435 121
1777 17264 126
1777 2056 130
1777 10980 132
22830 11271 1
22830 28290 15
22830 28940 41
22830 611 50
22830 22796 63
22830 11901 84
22830 9809 93
22830 11211 115
22830 264 116
22830 3461 124
16097 20751 108
16097 9554 140
21316 26831 25
21316 10318 31
21316 27484 38
21316 17788 123
13134 1575 1
13134 23863 14
13134 2136 31
13134 19302 38
13134 19244 41
13134 12156 70
13134 25763 72
13134 2205 84
13134 1515 115
15162 15414 27
15162 14850 52
15162 15128 63
15162 11662 90
15162 31908 114
15162 30649 126
15162 15441 130
15162 24365 132
15162 18830 144
14824 15076 27
14824 20934 41
14824 11324 90
14824 15598 97
14824 15103 130
14824 9775 142
14824 18492 144
15102 25831 14
15102 14790 52
15102 15881 78
15102 4173 84
11636 12531 29
11636 16290 108
30794 29816 70
30794 21974 100
30623 26642 47
30623 27095 123
14588 20048 15
14588 14614 33
14588 14276 52
14588 15367 78
14588 31334 114
14588 30075 126
26160 5589 8
26160 26173 53
26160 14541 115
26160 3594 116
13126 26467 4
13126 25755 72
13126 13905 78
13126 2197 84
13126 8077 142
14528 20043 25
770 14111 4
770 26543 40
770 6428 44
28716 28742 33
28716 28404 52
28716 791 61
28716 7230 67
28716 5839 88
28716 8314 120
28716 23667 142
387 13728 4
387 5902 25
387 6045 44
22619 400 50
22619 22632 53
22619 11690 84
22619 53 116
22619 17570 142
40 5698 44
40 26517 60
40 26148 62
40 21160 80
40 20688 92
40 4694 108
40 24250 119
17557 28286 14
17557 22211 108
15470 28811 4
15470 15496 33
15470 21638 38
15470 15158 52
15470 28099 72
15470 16249 78
15470 4541 84
6458 19799 4
6458 12116 44
6458 2477 47
6458 5480 70
6458 5893 101
16031 21491 15
16031 15997 63
16031 16810 78
16031 5102 84
23048 23300 27
23048 23822 97
23048 23327 130
27042 15483 1
27042 26064 70
27042 14021 93
27042 18222 100
27042 26477 101
27042 15423 115
26051 21002 142
18209 13160 142
27924 16365 1
27924 27937 53
3580 4475 29
3580 9238 44
3580 24235 48
3580 2602 70
3580 20050 89
3580 8234 108
3580 27790 119
3580 52 123
23340 1504 2
23340 29508 38
23340 24119 78
23340 19812 123
19155 7596 1
19155 24670 25
19155 24813 44
19155 15174 47
19155 19168 53
19155 6134 93
19155 10335 100
19155 18590 101
19155 15627 123
23333 29501 38
23333 24112 78
23333 19805 123
7339 27994 48
7339 27987 92
7339 11993 108
7339 31549 119
609 25848 17
609 26382 40
609 21264 48
609 297 52
609 31755 58
609 27086 60
609 26717 62
609 1388 78
609 5263 108
11516 22245 14
11516 12411 29
11516 518 31
11516 17684 38
11516 17626 41
11516 10538 70
11516 16170 108
11516 6467 142
6701 20042 4
6701 12869 38
6701 7480 78
6701 3173 123
24370 3799 8
24370 29885 25
24370 13372 31
24370 30538 38
24370 30480 41
24370 30028 44
24370 20389 47
24370 23392 70
24370 15550 100
24370 12751 115
24370 20842 123
18273 29002 14
18273 22927 108
